"DateTime","6RV","1RV","2RH","3RV","8RH","7RH","Series 7","Series 8"
"2025-11-02 16:20:00",0.7801,,,,,,,
"2025-11-02 17:20:00",0.762,,,,,,,
"2025-11-02 18:20:00",0.77531,,,,,,,
"2025-11-02 19:20:00",0.77548,,,,,,,
"2025-11-02 20:20:00",0.75894,,,,,,,
"2025-11-02 21:20:00",0.76432,,,,,,,
"2025-11-02 22:20:00",0.75885,,,,,,,
"2025-11-02 23:20:00",0.75884,,,,,,,
"2025-11-03 00:20:00",0.76608,,,,,,,
"2025-11-03 01:20:00",0.76032,,,,,,,
"2025-11-03 02:20:00",0.74886,,,,,,,
"2025-11-03 03:20:00",0.76348,,,,,,,
"2025-11-03 04:20:00",0.75995,,,,,,,
"2025-11-03 05:20:00",0.74193,,,,,,,
"2025-11-03 06:20:00",0.74182,,,,,,,
"2025-11-03 07:20:00",0.7523,,,,,,,
"2025-11-03 08:20:00",0.75527,,,,,,,
"2025-11-03 09:20:00",0.74802,,,,,,,
"2025-11-03 10:20:00",0.74529,,,,,,,
"2025-11-03 11:20:00",0.76702,,,,,,,
"2025-11-03 12:20:00",0.77437,,,,,,,
"2025-11-03 13:20:00",0.77458,,,,,,,
"2025-11-03 14:20:00",0.77471,,,,,,,
"2025-11-03 15:20:00",0.79253,,,,,,,
"2025-11-03 16:20:00",0.78531,,,,,,,
"2025-11-03 17:20:00",0.81256,,,,,,,
"2025-11-03 18:20:00",0.78864,,,,,,,
"2025-11-03 19:20:00",0.78345,,,,,,,
"2025-11-03 20:20:00",0.78739,,,,,,,
"2025-11-03 21:20:00",0.76049,,,,,,,
"2025-11-03 22:20:00",0.76326,,,,,,,
"2025-11-03 23:20:00",0.7623,,,,,,,
"2025-11-04 00:20:00",0.78171,,,,,,,
"2025-11-04 01:20:00",0.77736,,,,,,,
"2025-11-04 02:20:00",0.78127,,,,,,,
"2025-11-04 03:20:00",0.78887,,,,,,,
"2025-11-04 04:20:00",0.76511,,,,,,,
"2025-11-04 05:20:00",0.78641,,,,,,,
"2025-11-04 06:20:00",0.75812,,,,,,,
"2025-11-04 07:20:00",0.77488,,,,,,,
"2025-11-04 08:20:00",0.77688,,,,,,,
